cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
307	ENSMUSG00000022754	Tmem45a	2.0771379799241335e-93	3.5830630153691304e-90	0.49	True	5' UTR	509.0	['chr16:56825859-56831704' 'chr16:56825859-56867643' 'chr16:56825859-56885813']
215	ENSMUSG00000041417	Pik3r1	1.5918421382275245e-40	9.153092294808265e-38	0.367	True	CDS	627.0	['chr13:101690584-101692183' 'chr13:101690584-101694376' 'chr13:101690584-101701447']
81	ENSMUSG00000090841	Myl6	1.88477091397104e-32	8.128074566500108e-30	0.079	True	CDS	9605.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
1068	ENSMUSG00000025290	Rps24	2.1624852443986818e-29	7.236563892012643e-27	0.103	True	CDS	2553.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
1544	ENSMUSG00000030588	Yif1b	2.5170657015696156e-29	7.236563892012643e-27	0.293	True	CDS	12218.0	['chr7:29238437-29244070' 'chr7:29238446-29244070' 'chr7:29238612-29244070']
850	ENSMUSG00000031431	Tsc22d3	9.909513398637107e-29	2.4419872303784303e-26	0.165	True	CDS	8999.0	['chrX:140542157-140542846' 'chrX:140542157-140598128']
509	ENSMUSG00000028266	Lmo4	6.4512633952023175e-27	1.3910536695904999e-24	0.246	True	5' UTR	2085.0	['chr3:144202052-144202248' 'chr3:144202052-144204820']
1280	ENSMUSG00000026879	Gsn	4.618151917606957e-24	8.85145784208e-22	0.165	True	5' UTR	282.0	['chr2:35266904-35283905' 'chr2:35282602-35283905' 'chr2:35282722-35283905']
209	ENSMUSG00000021585	Cast	1.0357960292614117e-23	1.786748150475935e-21	0.328	True	CDS	13349.0	['chr13:74798719-74807819' 'chr13:74798719-74808436']
1505	ENSMUSG00000056737	Capg	1.4622910865725346e-23	2.2931382948523837e-21	0.138	True	5' UTR	8250.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549553-72555273' 'chr6:72549869-72555273']
412	ENSMUSG00000025085	Ablim1	1.2444166923963147e-22	1.7888489953197018e-20	0.517	True	CDS	4227.0	['chr19:57083604-57118752' 'chr19:57083604-57132862']
751	ENSMUSG00000058056	Palld	2.51105481497806e-22	3.3319765814131956e-20	0.404	True	CDS	4158.0	['chr8:61550246-61591060' 'chr8:61550246-61684735']
536	ENSMUSG00000033295	Ptprf	3.78532575183543e-20	4.6640620870829406e-18	0.284	False	5' UTR	616.0	['chr4:118284853-118287648' 'chr4:118284853-118291180']
1275	ENSMUSG00000054766	Set	1.1470507435094735e-19	1.2366640828461509e-17	0.149	True	CDS	907.0	['chr2:30062281-30068269' 'chr2:30066894-30068269']
1641	ENSMUSG00000031930	Wwp2	3.7483640319283467e-19	3.803487032397881e-17	0.423	True	CDS	830.0	['chr8:107540799-107545444' 'chr8:107545347-107545444']
1219	ENSMUSG00000062210	Tnfaip8	1.0108510409545885e-18	9.51834522158044e-17	0.227	True	CDS	129.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
971	ENSMUSG00000018217	Pmp22	1.0483974446958168e-18	9.51834522158044e-17	0.143	False	5' UTR	9297.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
1253	ENSMUSG00000024921	Smarca2	2.822355847163781e-18	2.4342819181787604e-16	0.404	False	5' UTR	433.0	['chr19:26605234-26619684' 'chr19:26607056-26619684' 'chr19:26607544-26619684']
656	ENSMUSG00000030315	Vgll4	2.580109073899331e-17	2.119375310703022e-15	0.244	True	CDS	7541.0	['chr6:114890807-114921317' 'chr6:114890807-114957936']
901	ENSMUSG00000053332	Gas5	1.4028630150778415e-16	1.0999721368223987e-14	0.054	False	Non-coding	1205.0	['chr1:161036015-161036549' 'chr1:161036245-161036549']
53	ENSMUSG00000019947	Arid5b	3.050076703459647e-16	2.1045529253871557e-14	0.236	True	CDS	6319.0	['chr10:68135107-68136486' 'chr10:68135107-68186026']
1335	ENSMUSG00000027750	Postn	5.679674842256254e-15	3.6286811492192735e-13	0.305	True	CDS	38.0	['chr3:54377607-54383388' 'chr3:54380493-54383388']
916	ENSMUSG00000039835	Nhsl1	1.238997186333686e-14	7.633107665805744e-13	0.225	True	CDS	805.0	['chr10:18319277-18472919' 'chr10:18470166-18472919']
1026	ENSMUSG00000021109	Hif1a	2.428946786543657e-14	1.4448045540647614e-12	0.172	True	5' UTR	2146.0	['chr12:73901499-73926557' 'chr12:73908325-73926557']
1254	ENSMUSG00000024921	Smarca2	2.7720585437603323e-14	1.5939336626621912e-12	0.207	True	CDS	433.0	['chr19:26720948-26751824' 'chr19:26749948-26751824']
221	ENSMUSG00000012405	Rpl15	4.860945514234992e-12	2.4662150035456945e-10	0.074	True	5' UTR	1098.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959']
795	ENSMUSG00000032015	Pou2f3	6.3472514688083e-12	3.1282882239126625e-10	0.193	False	CDS	1120.0	['chr9:43127458-43127621' 'chr9:43127458-43128878']
1397	ENSMUSG00000000085	Scmh1	1.0634757207139725e-11	5.095821161754452e-10	0.323	True	CDS	3220.0	['chr4:120517078-120522455' 'chr4:120517707-120522455']
1422	ENSMUSG00000066036	Ubr4	1.8838537756869396e-11	8.782831792053974e-10	0.361	False	CDS	9204.0	['chr4:139480837-139482458' 'chr4:139482253-139482458']
1143	ENSMUSG00000022884	Eif4a2	2.040396529692403e-11	9.262326351893144e-10	0.178	False	CDS	2433.0	['chr16:23111897-23113167' 'chr16:23112458-23113167' 'chr16:23112462-23113167']
568	ENSMUSG00000039759	Thap3	5.5414337402176973e-11	2.4510187697116736e-09	0.283	True	CDS	6208.0	['chr4:151983353-151983635' 'chr4:151983353-151985669']
227	ENSMUSG00000058690	Ccser2	7.362465165404305e-11	3.175063102580607e-09	0.35	True	CDS	7418.0	['chr14:36918597-36919225' 'chr14:36918597-36926839']
150	ENSMUSG00000087259	2610035D17Rik	9.306240652125513e-11	3.9154305182723186e-09	0.458	False	Non-coding	701.0	['chr11:113067387-113172953' 'chr11:113067387-113201291']
832	ENSMUSG00000031167	Rbm3	9.572253850602448e-11	3.931461402926005e-09	0.098	True	3' UTR	1353.0	['chrX:8142956-8143247' 'chrX:8142956-8143251']
1317	ENSMUSG00000061689	Dlgap4	1.4112446186344078e-10	5.481113616814639e-09	0.257	False	CDS	261.0	['chr2:156721088-156745835' 'chr2:156722103-156745835' 'chr2:156731058-156745835']
1420	ENSMUSG00000028759	Hp1bp3	1.4298557261255583e-10	5.481113616814639e-09	0.139	True	5' UTR	12912.0	['chr4:138216741-138221526' 'chr4:138217295-138221526']
96	ENSMUSG00000020315	Sptbn1	1.6193728034170502e-10	6.035153203712395e-09	0.235	True	CDS	1965.0	['chr11:30159446-30197724' 'chr11:30159446-30219579']
