	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	4782734	4783951	3	8	['ENSMUSG00000033845']	7	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.9614416036547354	0.9479119195596636	0.013529684095071826	0.020446223914673718	0.013529684095071826	0.020446223914673718
1	chr1	4782734	4785573	3	8	['ENSMUSG00000033845']	10	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.03855839634526456	0.05208808044033641	-0.013529684095071846	-0.43390821116657197	0.013529684095071846	0.43390821116657197
2	chr1	10035164	10037662	19	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.04356222989914042	0.035380345943630744	0.00818188395550968	0.3001296435933414	0.00818188395550968	0.3001296435933414
3	chr1	10035164	10037670	19	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.9108398406885281	0.9216076932395131	-0.010767852550985002	-0.016955362682480934	0.010767852550985002	0.016955362682480934
4	chr1	10035164	10037919	19	7	['ENSMUSG00000025917']	3	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.04559792941233145	0.04301196081685632	0.0025859685954751285	0.08423040969911799	0.0025859685954751285	0.08423040969911799
5	chr1	16463195	16486020	36	31	['ENSMUSG00000025920']	14	['ENSMUSG00000025920']	['ENSMUSG00000025920']	1	['ENSMUSG00000025920']	1	True	ENSMUSG00000025920	36	1	-	shared_acceptor	0.46229181333125324	0.4855029132945836	-0.023211099963330373	-0.07067613822351948	0.023211099963330373	0.07067613822351948
6	chr1	16463195	16509342	36	31	['ENSMUSG00000025920']	22	['ENSMUSG00000025920']	['ENSMUSG00000025920']	1	['ENSMUSG00000025920']	1	True	ENSMUSG00000025920	36	1	-	shared_acceptor	0.5377081866687469	0.5144970867054165	0.023211099963330373	0.06366052884847284	0.023211099963330373	0.06366052884847284
7	chr1	16643479	16645686	40	14	['ENSMUSG00000079658']	14	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	40	1	-	shared_acceptor	0.9768414412392251	0.9781665855112583	-0.0013251442720332296	-0.0019557764821350673	0.0013251442720332296	0.0019557764821350673
8	chr1	16643479	16647955	40	14	['ENSMUSG00000079658']	23	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	40	1	-	shared_acceptor	0.02315855876077493	0.02183341448874172	0.0013251442720332088	0.08500769983562151	0.0013251442720332088	0.08500769983562151
9	chr1	16645830	16646988	41	14	['ENSMUSG00000079658']	2	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	41	1	-	shared_acceptor	0.013586184782568447	0.019104632322843554	-0.005518447540275107	-0.49178208078601937	0.005518447540275107	0.49178208078601937
10	chr1	16645830	16647955	41	14	['ENSMUSG00000079658']	23	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	41	1	-	shared_acceptor	0.9864138152174315	0.9808953676771563	0.005518447540275195	0.008093753480490188	0.005518447540275195	0.008093753480490188
11	chr1	16648008	16656616	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.015591575679510566	0.011586811683077087	0.004004763996433479	0.4282830639066093	0.004004763996433479	0.4282830639066093
12	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6273121453349413	0.5886537215413138	0.038658423793627494	0.09176428356563637	0.038658423793627494	0.09176428356563637
13	chr1	16648008	16656862	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.07971555451395229	0.06463708242367482	0.015078472090277475	0.3024991741630014	0.015078472090277475	0.3024991741630014
