cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
319	ENSMUSG00000022754	Tmem45a	0.0	0.0	0.861	True	5' UTR	136.0	['chr16:56825859-56831704' 'chr16:56825859-56867643' 'chr16:56825859-56885813']
881	ENSMUSG00000031431	Tsc22d3	9.426267856738362e-88	8.332820785356711e-85	0.229	True	CDS	13469.0	['chrX:140542157-140542846' 'chrX:140542157-140598128']
1100	ENSMUSG00000025290	Rps24	4.52226357398633e-81	2.665120666269277e-78	0.165	True	CDS	2171.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
222	ENSMUSG00000041417	Pik3r1	4.598770578190513e-73	2.0326565955602068e-70	0.439	True	CDS	743.0	['chr13:101690584-101692183' 'chr13:101690584-101694376' 'chr13:101690584-101701447']
216	ENSMUSG00000021585	Cast	4.088554584346893e-56	1.4457129010250614e-53	0.46	True	CDS	11524.0	['chr13:74798719-74807819' 'chr13:74798719-74808436']
1584	ENSMUSG00000030588	Yif1b	3.419825101921717e-49	1.0077084633662657e-46	0.32	True	CDS	12357.0	['chr7:29238437-29244070' 'chr7:29238446-29244070' 'chr7:29238612-29244070']
84	ENSMUSG00000090841	Myl6	4.974175591073613e-47	1.2563346350025928e-44	0.084	True	CDS	3467.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
678	ENSMUSG00000030315	Vgll4	8.436506970311507e-38	1.6573049248345275e-35	0.341	True	CDS	9083.0	['chr6:114890807-114921317' 'chr6:114890807-114957936']
39	ENSMUSG00000062866	Phactr2	2.779511414053886e-34	4.4674328909520633e-32	0.856	True	CDS	909.0	['chr10:13291963-13324064' 'chr10:13291963-13474056']
526	ENSMUSG00000028266	Lmo4	2.396088722310488e-32	3.530237384204118e-30	0.255	True	5' UTR	3148.0	['chr3:144202052-144202248' 'chr3:144202052-144204820']
428	ENSMUSG00000025085	Ablim1	8.13037775914483e-32	1.1057313752436971e-29	0.575	True	CDS	13628.0	['chr19:57083604-57118752' 'chr19:57083604-57132862']
120	ENSMUSG00000018736	Ndel1	6.490188572314386e-31	8.196180997037024e-29	0.198	True	5' UTR	2203.0	['chr11:68845425-68852942' 'chr11:68845425-68859923']
555	ENSMUSG00000033295	Ptprf	8.80827847101851e-30	1.0382024224507152e-27	0.328	False	5' UTR	1099.0	['chr4:118284853-118287648' 'chr4:118284853-118291180']
1316	ENSMUSG00000054766	Set	4.5894254248792965e-29	5.0713150944916216e-27	0.171	True	CDS	2266.0	['chr2:30062281-30068269' 'chr2:30066894-30068269']
1683	ENSMUSG00000031930	Wwp2	1.6406628731276483e-28	1.706289388052754e-26	0.476	True	CDS	1014.0	['chr8:107540799-107545444' 'chr8:107545347-107545444']
101	ENSMUSG00000020315	Sptbn1	2.2148397120545323e-28	2.1754647838402296e-26	0.375	True	CDS	3213.0	['chr11:30159446-30197724' 'chr11:30159446-30219579']
229	ENSMUSG00000012405	Rpl15	3.7056147147410444e-28	3.448172008243246e-26	0.102	True	5' UTR	1419.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959']
1559	ENSMUSG00000042079	Hnrnpf	4.089033574298098e-28	3.614705679679518e-26	0.142	False	5' UTR	1002.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
121	ENSMUSG00000078812	Eif5a	1.2143748690781927e-27	1.0223879850144023e-25	0.06	True	5' UTR	430.0	['chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921163']
1058	ENSMUSG00000021109	Hif1a	1.3591872124293856e-27	1.0922922688977972e-25	0.215	True	5' UTR	3654.0	['chr12:73901499-73926557' 'chr12:73908325-73926557']
262	ENSMUSG00000022197	Pdzd2	2.5615511872514624e-26	1.969053260461124e-24	0.602	True	CDS	4905.0	['chr15:12458300-12493316' 'chr15:12458300-12549236']
328	ENSMUSG00000022951	Rcan1	1.912564322418778e-25	1.408922384181833e-23	0.324	True	CDS	10970.0	['chr16:92397437-92399896' 'chr16:92397437-92465833']
1291	ENSMUSG00000024921	Smarca2	4.565536136230037e-25	3.2287471555418824e-23	0.424	False	5' UTR	326.0	['chr19:26605234-26619684' 'chr19:26607056-26619684' 'chr19:26607544-26619684']
1403	ENSMUSG00000078578	Ube2d3	5.724100949667326e-25	3.892388645773782e-23	0.169	True	5' UTR	4623.0	['chr3:135438353-135439644' 'chr3:135438433-135439644' 'chr3:135438699-135439644' 'chr3:135438865-135439644' 'chr3:135438871-135439644']
518	ENSMUSG00000092607	Scnm1	2.0055990455138816e-24	1.3132959675809419e-22	0.308	True	CDS	12617.0	['chr3:95130359-95131176' 'chr3:95130359-95132825']
1545	ENSMUSG00000056737	Capg	3.0943287563924985e-24	1.953847586179264e-22	0.145	True	5' UTR	7112.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549553-72555273' 'chr6:72549869-72555273']
