cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
4674	ENSMUSG00000022754	Tmem45a	0.0	0.853	True	5' UTR	136.0	0.0	chr16	[56825859]	[56831704 56867643 56885813]
13009	ENSMUSG00000031431	Tsc22d3	1.3780518148284e-84	0.23	True	CDS	13469.0	1.5483728256498882e-87	chrX	[140542157]	[140542846 140598128]
16502	ENSMUSG00000025290	Rps24	2.6952023728985214e-78	0.165	True	CDS	2171.0	4.54247590937953e-81	chr14	[24493494 24495450]	[24495775]
3316	ENSMUSG00000041417	Pik3r1	2.1025208245639126e-70	0.435	True	CDS	743.0	4.724765897896435e-73	chr13	[101690584]	[101692183 101694376 101701447]
3231	ENSMUSG00000021585	Cast	1.488972906768641e-53	0.456	True	CDS	11524.0	4.182508165080453e-56	chr13	[74798719]	[74807819 74808436]
23521	ENSMUSG00000030588	Yif1b	1.2185368585262657e-46	0.316	True	CDS	12357.0	4.1074276130098834e-49	chr7	[29238437 29238446 29238612]	[29244070]
1417	ENSMUSG00000090841	Myl6	1.3049664599824562e-44	0.085	True	CDS	3467.0	5.131890572964716e-47	chr10	[128491034]	[128491290 128491720 128492059]
9946	ENSMUSG00000030315	Vgll4	1.7025244525591147e-35	0.338	True	CDS	9083.0	8.60826970395058e-38	chr6	[114890807]	[114921317 114957936]
865	ENSMUSG00000062866	Phactr2	4.6034484452109454e-32	0.848	True	CDS	909.0	2.8448276908606967e-34	chr10	[13291963]	[13324064 13474056]
7738	ENSMUSG00000028266	Lmo4	3.5742885952947834e-30	0.254	True	5' UTR	3148.0	2.4096327608728875e-32	chr3	[144202052]	[144202248 144204820]
6158	ENSMUSG00000025085	Ablim1	1.123430242439829e-29	0.57	True	CDS	13628.0	8.204827613324592e-32	chr19	[57083604]	[57118752 57132862]
1844	ENSMUSG00000018736	Ndel1	9.41932432093843e-29	0.198	True	5' UTR	2203.0	7.40845733107517e-31	chr11	[68845425]	[68852942 68859923]
8210	ENSMUSG00000033295	Ptprf	1.1333266459119493e-27	0.325	False	5' UTR	1099.0	9.550505443078227e-30	chr4	[118284853]	[118287648 118291180]
19459	ENSMUSG00000054766	Set	5.156183412198025e-27	0.17	True	CDS	2266.0	4.6347716064701366e-29	chr2	[30062281 30066894]	[30068269]
24884	ENSMUSG00000031930	Wwp2	1.754033831208713e-26	0.472	True	CDS	1014.0	1.6752008500307937e-28	chr8	[107540799 107545347]	[107545444]
1591	ENSMUSG00000020315	Sptbn1	2.2073018526155267e-26	0.372	True	CDS	3213.0	2.232102997026937e-28	chr11	[30159446]	[30197724 30219579]
3393	ENSMUSG00000012405	Rpl15	3.8433391024590746e-26	0.102	True	5' UTR	1419.0	4.1024406149844065e-28	chr14	[18270461]	[18270823 18270845 18270959]
23084	ENSMUSG00000042079	Hnrnpf	3.919414986841106e-26	0.14	False	5' UTR	1002.0	4.403837063866412e-28	chr6	[117906840 117907209 117907880 117907919 117917072]	[117917470]
1873	ENSMUSG00000078812	Eif5a	1.0838619475617718e-25	0.06	True	5' UTR	430.0	1.2787135336402927e-27	chr11	[69919337]	[69920341 69920801 69921163]
15745	ENSMUSG00000021109	Hif1a	1.182619337688504e-25	0.214	True	5' UTR	3654.0	1.4616643499520836e-27	chr12	[73901499 73908325]	[73926557]
3863	ENSMUSG00000022197	Pdzd2	1.9973698664896454e-24	0.596	True	CDS	4905.0	2.5808711758012273e-26	chr15	[12458300]	[12493316 12549236]
4755	ENSMUSG00000022951	Rcan1	1.4300841878205045e-23	0.321	True	CDS	10970.0	1.9282033993085458e-25	chr16	[92397437]	[92399896 92465833]
19064	ENSMUSG00000024921	Smarca2	3.3152150273199104e-23	0.419	False	5' UTR	326.0	4.65620088106729e-25	chr19	[26605234 26607056 26607544]	[26619684]
20797	ENSMUSG00000078578	Ube2d3	4.734832287589395e-23	0.167	True	5' UTR	4623.0	6.916047161647431e-25	chr3	[135438353 135438433 135438699 135438865 135438871]	[135439644]
7498	ENSMUSG00000092607	Scnm1	1.4299870040784594e-22	0.306	True	CDS	12617.0	2.169081410680809e-24	chr3	[95130359]	[95131176 95132825]
22882	ENSMUSG00000056737	Capg	2.0027724989014823e-22	0.144	True	5' UTR	7112.0	3.1504286499573885e-24	chr6	[72544467 72549502 72549553 72549869]	[72555273]
11449	ENSMUSG00000058056	Palld	2.448716266708616e-22	0.412	True	CDS	845.0	3.989481558120778e-24	chr8	[61550246]	[61591060 61684735]
1055	ENSMUSG00000019947	Arid5b	2.779211977891765e-22	0.264	True	CDS	7008.0	4.684065131278255e-24	chr10	[68135107]	[68136486 68186026]
18692	ENSMUSG00000062210	Tnfaip8	3.9262574268677183e-22	0.281	True	CDS	155.0	6.837864058028048e-24	chr18	[49979627 50031364 50053620]	[50090200]
13850	ENSMUSG00000026604	Ptpn14	5.453152980331879e-22	0.597	False	5' UTR	232.0	9.803421088237085e-24	chr1	[189728665 189785539]	[189786636]
12126	ENSMUSG00000032015	Pou2f3	2.9714393028949816e-21	0.357	False	CDS	440.0	5.50884814581654e-23	chr9	[43127458]	[43127621 43128878]
22008	ENSMUSG00000037736	Limch1	3.749465317472205e-21	0.695	True	CDS	472.0	7.16190004460983e-23	chr5	[66881969 66898624]	[66953669]
5346	ENSMUSG00000024096	Ralbp1	8.044322880871002e-21	0.218	True	5' UTR	1578.0	1.5817488810701406e-22	chr17	[65867831]	[65884222 65884678 65885186]
13660	ENSMUSG00000053332	Gas5	1.8121247748939694e-20	0.058	False	Non-coding	2534.0	3.6649714548417365e-22	chr1	[161036015 161036245]	[161036549]
24244	ENSMUSG00000025481	Urah	2.1434902725352498e-20	0.122	True	CDS	992.0	4.575990469457276e-22	chr7	[140835259 140835305 140835403 140835456]	[140835612]
17539	ENSMUSG00000022884	Eif4a2	2.0769433772076884e-19	0.219	False	CDS	2547.0	4.550606275904488e-21	chr16	[23111897 23112458 23112462]	[23113167]
18422	ENSMUSG00000024059	Clip4	4.395418266369359e-19	0.394	False	5' UTR	729.0	9.877344418807547e-21	chr17	[71781434 71782847]	[71789868]
13930	ENSMUSG00000039835	Nhsl1	7.857989490999212e-19	0.29	True	CDS	930.0	1.8982783601852036e-20	chr10	[18319277 18470166]	[18472919]
16722	ENSMUSG00000021981	Cab39l	1.6200676475162184e-18	0.391	True	5' UTR	621.0	4.0046616006018886e-20	chr14	[59461703 59479185]	[59496803]
4764	ENSMUSG00000022940	Pigp	1.6613165041168259e-18	0.181	True	CDS	1931.0	4.199957454227931e-20	chr16	[94370193]	[94370366 94370605 94370741 94370895 94371744]
12736	ENSMUSG00000031167	Rbm3	3.336878564099616e-18	0.127	True	3' UTR	2427.0	8.623394042055186e-20	chrX	[8142956]	[8143247 8143251]
20102	ENSMUSG00000061689	Dlgap4	6.088626737319729e-18	0.296	False	CDS	409.0	1.6076711047979064e-19	chr2	[156721088 156722103 156731058]	[156745835]
