cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
897	ENSMUSG00000027506	Tpd52	3.742785237499936e-109	1.2583243968474783e-105	0.395	False	CDS	118.0	['chr3:8953800-8963832' 'chr3:8953800-8963847' 'chr3:8953800-8963851' 'chr3:8953800-9003288' 'chr3:8953800-9004405']
2620	ENSMUSG00000027695	Pld1	1.4194220276570452e-54	2.3860484284914927e-51	0.622	True	5' UTR	1352.0	['chr3:27952663-28024163' 'chr3:27984337-28024163']
388	ENSMUSG00000021556	Golm1	3.5238579992356597e-40	3.9490701978100955e-37	0.171	False	5' UTR	128.0	['chr13:59665677-59674314' 'chr13:59665677-59674961' 'chr13:59665677-59675727']
1266	ENSMUSG00000015766	Eps8	1.5842523294131714e-33	1.0652512662974165e-30	0.43	True	5' UTR	9047.0	['chr6:137539402-137570702' 'chr6:137539402-137591418']
2437	ENSMUSG00000024899	Papss2	2.549240868919703e-28	1.42842463355134e-25	0.194	True	CDS	5837.0	['chr19:32641412-32651896' 'chr19:32646344-32651896']
1176	ENSMUSG00000029617	Ccz1	9.408652159571856e-28	4.518841222925797e-25	0.134	True	CDS	514.0	['chr5:143991631-143992379' 'chr5:143991631-143992509']
2992	ENSMUSG00000029993	Nfu1	1.829836383436157e-24	7.46455586952743e-22	0.16	False	CDS	2951.0	['chr6:87023189-87025486' 'chr6:87025122-87025486']
2647	ENSMUSG00000042747	Krtcap2	1.9982451762565997e-24	7.46455586952743e-22	0.083	True	5' UTR	845.0	['chr3:89238256-89246778' 'chr3:89243953-89246778' 'chr3:89246516-89246778' 'chr3:89246594-89246778']
2590	ENSMUSG00000017950	Hnf4a	1.4420199247338238e-23	4.848070986955117e-21	0.318	True	CDS	15265.0	['chr2:163506988-163551577' 'chr2:163547420-163551577']
3007	ENSMUSG00000000440	Pparg	2.692940041256219e-23	8.230604017003097e-21	0.352	True	5' UTR	16020.0	['chr6:115361118-115383679' 'chr6:115361234-115383679' 'chr6:115361371-115383679' 'chr6:115362418-115383679']
76	ENSMUSG00000056050	Mia3	1.7969587699215194e-21	4.3152681317686773e-19	0.381	True	CDS	307.0	['chr1:183344386-183345186' 'chr1:183344386-183350964']
2825	ENSMUSG00000028937	Acot7	2.4092097308281835e-21	5.352157308368174e-19	0.169	False	5' UTR	2377.0	['chr4:152174436-152206764' 'chr4:152178341-152206764' 'chr4:152199958-152206764' 'chr4:152200090-152206764']
2362	ENSMUSG00000024277	Mapre2	2.547130188396514e-21	5.352157308368174e-19	0.428	True	CDS	6334.0	['chr18:23772660-23832853' 'chr18:23804222-23832853']
36	ENSMUSG00000026277	Stk25	2.7431944933183713e-21	5.42507052149198e-19	0.281	False	5' UTR	6154.0	['chr1:93635384-93635547' 'chr1:93635384-93654019']
1603	ENSMUSG00000032570	Atp2c1	2.9548638818309488e-21	5.519029094842029e-19	0.342	True	CDS	588.0	['chr9:105470148-105494415' 'chr9:105470148-105494893' 'chr9:105470148-105521040']
2995	ENSMUSG00000030096	Slc6a6	1.0626760120989164e-20	1.8803772382508197e-18	0.316	False	5' UTR	1226.0	['chr6:91699033-91723282' 'chr6:91705978-91723282']
184	ENSMUSG00000059534	Uqcr10	1.710388164256418e-20	2.8751625041150387e-18	0.102	True	CDS	2271.0	['chr11:4702221-4703904' 'chr11:4702221-4704101' 'chr11:4702221-4704157']
1827	ENSMUSG00000025351	Cd63	9.572140975442824e-20	1.532454188544703e-17	0.136	True	5' UTR	1354.0	['chr10:128909053-128910395' 'chr10:128909523-128910395' 'chr10:128909959-128910395']
3287	ENSMUSG00000009828	Cilk1	1.8151564098834922e-19	2.773889022740136e-17	0.432	True	5' UTR	2851.0	['chr9:78109482-78131295' 'chr9:78113456-78131295']
962	ENSMUSG00000027957	Slc35a3	4.394810907766875e-19	6.42406707474445e-17	0.23	True	CDS	217.0	['chr3:116694635-116711683' 'chr3:116694635-116712083' 'chr3:116694635-116712617']
2129	ENSMUSG00000022270	Retreg1	8.825821359541136e-19	1.2363504754490542e-16	0.222	True	CDS	256.0	['chr15:25895144-25964224' 'chr15:25933627-25964224' 'chr15:25940951-25964224' 'chr15:25941244-25964224']
2305	ENSMUSG00000041119	Pde9a	1.4335823983698764e-18	1.8537323166613562e-16	0.353	True	CDS	8237.0	['chr17:31420289-31443166' 'chr17:31433209-31443166']
1410	ENSMUSG00000038650	Rnh1	8.470614888592138e-18	1.0170788305516703e-15	0.167	True	CDS	1045.0	['chr7:141166788-141168574' 'chr7:141166788-141168676' 'chr7:141166788-141172742']
2548	ENSMUSG00000000308	Ckmt1	1.147774244131834e-17	1.3306265547486986e-15	0.107	True	5' UTR	1598.0	['chr2:121357860-121358796' 'chr2:121357949-121358796']
190	ENSMUSG00000078974	Sec61g	3.840296052308141e-17	3.912447069048476e-15	0.082	True	CDS	4565.0	['chr11:16506473-16508079' 'chr11:16506473-16508100' 'chr11:16506473-16508104']
2389	ENSMUSG00000024589	Nedd4l	5.3147007049362636e-17	5.255301108822271e-15	0.309	True	CDS	3605.0	['chr18:64997422-65074724' 'chr18:65023990-65074724' 'chr18:65051173-65074724']
1878	ENSMUSG00000042569	Dhrs7b	6.372560470868404e-17	6.121299515159877e-15	0.235	False	CDS	14741.0	['chr11:60830732-60844165' 'chr11:60830761-60844165' 'chr11:60837930-60844165' 'chr11:60841979-60844165']
