cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
7194	ENSMUSG00000027506	Tpd52	1.6239999529802541e-105	0.39	False	CDS	118.0	4.776470449941924e-109	chr3	[8953800]	[8963832 8963847 8963851 9003288 9004405]
20307	ENSMUSG00000027695	Pld1	2.4748615438243116e-51	0.616	True	5' UTR	1352.0	1.4558009081319478e-54	chr3	[27952663 27984337]	[28024163]
3165	ENSMUSG00000021556	Golm1	4.179863566061098e-37	0.171	False	5' UTR	128.0	3.6881149112303794e-40	chr13	[59665677]	[59674314 59674961 59675727]
10114	ENSMUSG00000015766	Eps8	1.1094849847015451e-30	0.426	True	5' UTR	9047.0	1.6315955657375663e-33	chr6	[137539402]	[137570702 137591418]
19092	ENSMUSG00000024899	Papss2	1.5209343387275327e-25	0.194	True	CDS	5837.0	2.6840017742250577e-28	chr19	[32641412 32646344]	[32651896]
9440	ENSMUSG00000029617	Ccz1	5.358631023949495e-25	0.135	True	CDS	514.0	1.103247563754308e-27	chr5	[143991631]	[143992379 143992509]
22954	ENSMUSG00000029993	Nfu1	8.24971169299158e-22	0.16	False	CDS	2951.0	1.9411086336450774e-24	chr6	[87023189 87025122]	[87025486]
20506	ENSMUSG00000042747	Krtcap2	1.0697289135330388e-21	0.084	True	5' UTR	845.0	2.8316353593521618e-24	chr3	[89238256 89243953 89246516 89246594]	[89246778]
20136	ENSMUSG00000017950	Hnf4a	5.065912397110861e-21	0.316	True	CDS	15265.0	1.489974234444371e-23	chr2	[163506988 163547420]	[163551577]
23062	ENSMUSG00000000440	Pparg	8.413235201898504e-21	0.348	True	5' UTR	16020.0	2.72192903590834e-23	chr6	[115361118 115361234 115361371 115362418]	[115383679]
782	ENSMUSG00000056050	Mia3	4.384409914385485e-19	0.378	True	CDS	307.0	1.8053452588646114e-21	chr1	[183344386]	[183345186 183350964]
18571	ENSMUSG00000024277	Mapre2	5.5417638518303255e-19	0.425	True	CDS	6334.0	2.557649043369789e-21	chr18	[23772660 23804222]	[23832853]
21665	ENSMUSG00000028937	Acot7	5.5417638518303255e-19	0.167	False	5' UTR	2377.0	2.607888871449565e-21	chr4	[152174436 152178341 152199958 152200090]	[152206764]
394	ENSMUSG00000026277	Stk25	5.578310298787332e-19	0.279	False	5' UTR	6154.0	2.7891551493936658e-21	chr1	[93635384]	[93635547 93654019]
12521	ENSMUSG00000032570	Atp2c1	5.832484244283616e-19	0.338	True	CDS	588.0	3.0877857763854443e-21	chr9	[105470148]	[105494415 105494893 105521040]
22985	ENSMUSG00000030096	Slc6a6	1.916733210999139e-18	0.314	False	5' UTR	1226.0	1.0711156179112836e-20	chr6	[91699033 91705978]	[91723282]
1472	ENSMUSG00000059534	Uqcr10	1.4330416063630196e-17	0.101	True	CDS	2271.0	8.851139333418648e-20	chr11	[4702221]	[4703904 4704008 4704101 4704157]
14471	ENSMUSG00000025351	Cd63	1.4811218716539093e-17	0.135	True	5' UTR	1354.0	9.583729757760591e-20	chr10	[128909053 128909523 128909959]	[128910395]
