	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	16648008	16656822	0	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6597328326855975	0.6411659659959938	0.01856686668960361	0.041184057506046035	0.01856686668960361	0.041184057506046035
1	chr1	16648008	16656992	0	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.3402671673144025	0.3588340340040061	-0.01856686668960361	-0.07664877943259629	0.01856686668960361	0.07664877943259629
2	chr1	37995842	37996893	1	6	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.17942857524105107	0.19234228244871085	-0.012913707207659775	-0.10026627577501968	0.012913707207659775	0.10026627577501968
3	chr1	37995842	37997109	1	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.5735031685043187	0.5701019830508133	0.0034011854535054287	0.008581437114356327	0.0034011854535054287	0.008581437114356327
4	chr1	37995842	37997164	1	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.24706825625463022	0.2375557345004759	0.009512521754154318	0.05664362920195121	0.009512521754154318	0.05664362920195121
5	chr1	55086942	55087779	2	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.8391072811891236	0.6807939972687526	0.15831328392037103	0.3016369564171666	0.15831328392037103	0.3016369564171666
6	chr1	55086942	55087989	2	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.1608927188108764	0.31920600273124744	-0.15831328392037103	-0.9883887390582939	0.15831328392037103	0.9883887390582939
7	chr1	161244343	161247257	3	10	['ENSMUSG00000026701']	7	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.9516096890318242	0.9760331992346697	-0.0244235102028455	-0.03656026009889252	0.0244235102028455	0.03656026009889252
8	chr1	161244343	161251022	3	10	['ENSMUSG00000026701']	5	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.04839031096817581	0.023966800765330327	0.024423510202845482	1.0136808378694546	0.024423510202845482	1.0136808378694546
9	chr1	162720607	162721430	4	13	['ENSMUSG00000040225']	9	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.772486701909597	0.7606987035924038	0.011787998317193238	0.022184951344273784	0.011787998317193238	0.022184951344273784
