cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
1417	ENSMUSG00000090841	Myl6	1.1367171730056058e-64	0.469	True	CDS	1447.0	6.386051533739358e-67	chr10	[128491034]	[128491720 128492059]
14873	ENSMUSG00000018217	Pmp22	6.067573609372699e-33	0.424	False	5' UTR	154.0	9.14716499141752e-35	chr11	[63129151 63131655]	[63133125]
659	ENSMUSG00000026670	Uap1	6.067573609372699e-33	0.33	True	CDS	236.0	1.0226247656246122e-34	chr1	[170143464]	[170147996 170149271]
14327	ENSMUSG00000019929	Dcn	2.218578472313953e-32	0.301	True	5' UTR	16.0	4.9855696007055126e-34	chr10	[97479790 97482548]	[97483339]
22882	ENSMUSG00000056737	Capg	4.075745376800464e-32	0.629	True	5' UTR	1141.0	1.144872296854063e-33	chr6	[72544467 72549502]	[72555273]
21570	ENSMUSG00000028745	Capzb	2.8596366896384802e-30	0.458	True	CDS	1113.0	9.639224796534202e-32	chr4	[139287833 139288974]	[139291003]
22708	ENSMUSG00000029761	Cald1	2.705153888788824e-26	0.24	True	CDS	1258.0	1.0638245630068407e-27	chr6	[34686075 34709698]	[34741789]
20982	ENSMUSG00000073889	Il11ra1	1.7122897916409047e-23	0.231	True	5' UTR	1546.0	7.695684456813054e-25	chr4	[41760552 41762424]	[41763582]
16502	ENSMUSG00000025290	Rps24	3.058552687345081e-23	0.104	True	CDS	355.0	1.546459223938524e-24	chr14	[24493494 24495450]	[24495775]
12264	ENSMUSG00000037206	Islr	3.49380291047653e-16	0.564	True	5' UTR	36.0	1.9628106238632194e-17	chr9	[58158231]	[58158427 58158962]
6211	ENSMUSG00000025781	Atp5c1	1.518818430528981e-10	0.323	True	CDS	6172.0	9.385956593156623e-12	chr2	[10056162]	[10056770 10058996]
15389	ENSMUSG00000020612	Prkar1a	4.6350210118001486e-10	0.347	True	5' UTR	2709.0	3.124733266382122e-11	chr11	[109650625 109651074]	[109653779]
11614	ENSMUSG00000031683	Lsm6	9.680122859279041e-10	0.318	False	5' UTR	5449.0	7.069752650035254e-11	chr8	[78813081]	[78813206 78819987 78821048]
10991	ENSMUSG00000030695	Aldoa	7.328927205144233e-09	0.167	True	CDS	7565.0	5.764324768090967e-10	chr7	[126797777]	[126799045 126800002 126800288]
25874	ENSMUSG00000023092	Fhl1	1.6039291249790296e-08	0.404	True	5' UTR	298.0	1.3516256671171595e-09	chrX	[56754392 56786583]	[56787989]
14052	ENSMUSG00000004207	Psap	5.152582384504863e-08	0.104	True	CDS	588.0	4.631534727644821e-09	chr10	[60296003 60297546]	[60299098]
