cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
944	ENSMUSG00000027506	Tpd52	1.4404792976476e-270	5.161237323471351e-267	0.336	True	CDS	2154.0	['chr3:8953800-8963832' 'chr3:8953800-8963847' 'chr3:8953800-8963851' 'chr3:8953800-9003288' 'chr3:8953800-9004405']
40	ENSMUSG00000026277	Stk25	2.0175999847201703e-194	3.614530372626185e-191	0.689	False	5' UTR	2731.0	['chr1:93635384-93635547' 'chr1:93635384-93654019']
1341	ENSMUSG00000015766	Eps8	2.745160437000069e-179	3.278636615257082e-176	0.788	True	5' UTR	433.0	['chr6:137539402-137570702' 'chr6:137539402-137591418']
1995	ENSMUSG00000042569	Dhrs7b	7.838616422725715e-156	7.021440660656559e-153	0.482	False	CDS	2035.0	['chr11:60830732-60844165' 'chr11:60830761-60844165' 'chr11:60837930-60844165' 'chr11:60841979-60844165']
2574	ENSMUSG00000024899	Papss2	1.0445363097208802e-141	7.485147195459826e-139	0.397	True	CDS	790.0	['chr19:32641412-32651896' 'chr19:32646344-32651896']
2265	ENSMUSG00000022270	Retreg1	3.988464918905501e-115	2.3817783007397355e-112	0.672	True	CDS	9287.0	['chr15:25895144-25964224' 'chr15:25933627-25964224' 'chr15:25940951-25964224' 'chr15:25941244-25964224']
3529	ENSMUSG00000032497	Lrrfip2	2.095689501132856e-99	1.0726936403655748e-96	0.467	False	CDS	2743.0	['chr9:111161390-111188762' 'chr9:111167245-111188762' 'chr9:111170325-111188762']
2732	ENSMUSG00000017950	Hnf4a	8.170558068591163e-91	3.659388694970267e-88	0.552	True	CDS	1656.0	['chr2:163506988-163551577' 'chr2:163547420-163551577']
2204	ENSMUSG00000039197	Adk	9.610664859916767e-86	3.826112465897975e-83	0.38	True	CDS	6251.0	['chr14:21052701-21092367' 'chr14:21076322-21092367']
3369	ENSMUSG00000031570	Plpp5	1.061791453159438e-81	3.8043987766702675e-79	0.322	False	5' UTR	13638.0	['chr8:25716684-25720267' 'chr8:25720152-25720267']
1904	ENSMUSG00000060904	Arl1	3.251734521270609e-78	1.0591786172465994e-75	0.137	False	CDS	10291.0	['chr10:88737203-88741907' 'chr10:88740209-88741907']
