	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	10035164	10037662	19	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.1026018966368607	0.12460160975771886	-0.02199971312085816	-0.2802653045357335	0.02199971312085816	0.2802653045357335
1	chr1	10035164	10037670	19	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.8973981033631392	0.8753983902422812	0.021999713120858022	0.035808403835772745	0.021999713120858022	0.035808403835772745
2	chr1	16585432	16597951	38	4	['ENSMUSG00000025939']	7	['ENSMUSG00000025939']	['ENSMUSG00000025939']	1	['ENSMUSG00000025939']	1	True	ENSMUSG00000025939	38	1	-	shared_acceptor	0.9567338638799778	0.8744819045838205	0.08225195929615736	0.1296891325340237	0.08225195929615736	0.1296891325340237
3	chr1	16585432	16602262	38	4	['ENSMUSG00000025939']	7	['ENSMUSG00000025939']	['ENSMUSG00000025939']	1	['ENSMUSG00000025939']	1	False	ENSMUSG00000025939	38	1	-	shared_acceptor	0.04326613612002221	0.12551809541617964	-0.08225195929615743	-1.536585152777036	0.08225195929615743	1.536585152777036
4	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.7757933628594059	0.7397939923193898	0.03599937054001612	0.06854884840430048	0.03599937054001612	0.06854884840430048
5	chr1	16648008	16656862	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.04764421194531511	0.05715759196912038	-0.009513380023805272	-0.2626441733520446	0.009513380023805272	0.2626441733520446
6	chr1	16648008	16656912	42	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.0472956989823618	0.020447672773288524	0.026848026209073277	1.2097722984648307	0.026848026209073277	1.2097722984648307
7	chr1	16648008	16656992	42	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.12926672621291707	0.18260074293820122	-0.05333401672528415	-0.4983416645970431	0.05333401672528415	0.4983416645970431
8	chr1	23866298	23871438	51	7	['ENSMUSG00000026155']	1	['ENSMUSG00000026155']	['ENSMUSG00000026155']	1	['ENSMUSG00000026155']	1	True	ENSMUSG00000026155	51	1	-	shared_acceptor	0.025062392038443945	0.7353246170505557	-0.7102622250121118	-4.8747852064089825	0.7102622250121118	4.8747852064089825
9	chr1	23866298	23876374	51	7	['ENSMUSG00000026155']	7	['ENSMUSG00000026155']	['ENSMUSG00000026155']	1	['ENSMUSG00000026155']	1	True	ENSMUSG00000026155	51	1	-	shared_acceptor	0.974937607961556	0.26467538294944415	0.7102622250121119	1.8810858730105071	0.7102622250121119	1.8810858730105071
10	chr1	30831560	30837105	56	6	['ENSMUSG00000048874']	6	['ENSMUSG00000048874']	['ENSMUSG00000048874']	1	['ENSMUSG00000048874']	1	True	ENSMUSG00000048874	56	1	-	shared_acceptor	0.8381209158425676	0.7509831184346051	0.08713779740796257	0.15837791924402922	0.08713779740796257	0.15837791924402922
11	chr1	30831560	30862987	56	6	['ENSMUSG00000048874']	9	['ENSMUSG00000048874']	['ENSMUSG00000048874']	1	['ENSMUSG00000048874']	1	True	ENSMUSG00000048874	56	1	-	shared_acceptor	0.1618790841574324	0.24901688156539492	-0.08713779740796251	-0.6213269549140694	0.08713779740796251	0.6213269549140694
12	chr1	37995842	37996893	95	6	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.15893028694810088	0.15963500690098129	-0.000704719952880406	-0.0063829780139430525	0.000704719952880406	0.0063829780139430525
13	chr1	37995842	37997109	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.6247145068855048	0.6794393224101593	-0.05472481552465447	-0.12114768410976717	0.05472481552465447	0.12114768410976717
14	chr1	37995842	37997164	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.21635520616639425	0.1609256706888595	0.055429535477534764	0.4270073529544791	0.055429535477534764	0.4270073529544791
15	chr1	46836152	46853471	143	4	['ENSMUSG00000025986']	1	['ENSMUSG00000025986']	['ENSMUSG00000025986']	1	['ENSMUSG00000025986']	1	True	ENSMUSG00000025986	143	1	-	shared_acceptor	0.08903472344457965	0.9248268126228996	-0.8357920891783199	-3.376743210062736	0.8357920891783199	3.376743210062736
16	chr1	46836152	46892800	143	4	['ENSMUSG00000025986']	1	['ENSMUSG00000025986']	['ENSMUSG00000025986']	1	['ENSMUSG00000025986']	1	True	ENSMUSG00000025986	143	1	-	shared_acceptor	0.9109652765554204	0.07517318737710053	0.8357920891783198	3.5991059648073302	0.8357920891783198	3.5991059648073302
17	chr1	55086942	55087779	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.702756860670601	0.6762616314419783	0.026495229228622685	0.055444129961153	0.026495229228622685	0.055444129961153
18	chr1	55086942	55087989	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.29724313932939905	0.3237383685580217	-0.02649522922862263	-0.1231848479259483	0.02649522922862263	0.1231848479259483
19	chr1	58419734	58420121	181	8	['ENSMUSG00000026034']	3	['ENSMUSG00000026034']	['ENSMUSG00000026034']	1	['ENSMUSG00000026034']	1	True	ENSMUSG00000026034	181	1	-	shared_acceptor	0.9429667919808612	0.9027212017539649	0.04024559022689633	0.0629264733769709	0.04024559022689633	0.0629264733769709
20	chr1	58419734	58421083	181	8	['ENSMUSG00000026034']	7	['ENSMUSG00000026034']	['ENSMUSG00000026034']	1	['ENSMUSG00000026034']	1	True	ENSMUSG00000026034	181	1	-	shared_acceptor	0.05703320801913877	0.09727879824603508	-0.04024559022689631	-0.7703232117052203	0.04024559022689631	0.7703232117052203
21	chr1	63170915	63172154	214	8	['ENSMUSG00000025968']	2	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.31227791035496943	0.11609126696168856	0.19618664339328087	1.4275710643983057	0.19618664339328087	1.4275710643983057
22	chr1	63170915	63176428	214	8	['ENSMUSG00000025968']	4	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.25658833546858234	0.29837537843770856	-0.04178704296912622	-0.21767290347330692	0.04178704296912622	0.21767290347330692
23	chr1	63170915	63176586	214	8	['ENSMUSG00000025968']	4	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.4311337541764482	0.585533354600603	-0.15439960042415474	-0.4416158366266818	0.15439960042415474	0.4416158366266818
24	chr1	65175369	65178990	230	7	['ENSMUSG00000025950']	1	['ENSMUSG00000025950']	['ENSMUSG00000025950']	1	['ENSMUSG00000025950']	1	True	ENSMUSG00000025950	230	1	-	shared_acceptor	0.9612778361730745	0.8705797882368794	0.09069804793619507	0.14297694404756223	0.09069804793619507	0.14297694404756223
25	chr1	65175369	65181628	230	7	['ENSMUSG00000025950']	2	['ENSMUSG00000025950']	['ENSMUSG00000025950']	1	['ENSMUSG00000025950']	1	True	ENSMUSG00000025950	230	1	-	shared_acceptor	0.03481041678155944	0.06465344728887493	-0.029843030507315488	-0.8932081893158155	0.029843030507315488	0.8932081893158155
26	chr1	65175369	65186305	230	7	['ENSMUSG00000025950']	4	['ENSMUSG00000025950']	['ENSMUSG00000025950']	1	['ENSMUSG00000025950']	1	True	ENSMUSG00000025950	230	1	-	shared_acceptor	0.003911747045366111	0.06476676447424556	-0.06085501742887945	-4.0493683412556045	0.06085501742887945	4.0493683412556045
27	chr1	73953951	73962911	253	15	['ENSMUSG00000055322']	1	['ENSMUSG00000055322']	['ENSMUSG00000055322']	1	['ENSMUSG00000055322']	1	True	ENSMUSG00000055322	253	1	-	shared_acceptor	0.03242662278150065	0.5100206965952787	-0.47759407381377805	-3.975305070371845	0.47759407381377805	3.975305070371845
28	chr1	73953951	73980914	253	15	['ENSMUSG00000055322']	14	['ENSMUSG00000055322']	['ENSMUSG00000055322']	1	['ENSMUSG00000055322']	1	True	ENSMUSG00000055322	253	1	-	shared_acceptor	0.9675733772184995	0.4899793034047214	0.47759407381377805	0.9816502611959541	0.47759407381377805	0.9816502611959541
29	chr1	74295440	74295525	259	6	['ENSMUSG00000006301']	1	['ENSMUSG00000006301']	['ENSMUSG00000006301']	1	['ENSMUSG00000006301']	1	True	ENSMUSG00000006301	259	1	-	shared_acceptor	0.0023954185521823912	0.0507902557238316	-0.048394837171649205	-4.406201498304713	0.048394837171649205	4.406201498304713
30	chr1	74295440	74304123	259	6	['ENSMUSG00000006301']	3	['ENSMUSG00000006301']	['ENSMUSG00000006301']	1	['ENSMUSG00000006301']	1	True	ENSMUSG00000006301	259	1	-	shared_acceptor	0.9976045814478176	0.9492097442761683	0.048394837171649274	0.07174117976958153	0.048394837171649274	0.07174117976958153
31	chr1	75316804	75316891	284	32	['ENSMUSG00000026209']	3	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.4565623486397531	0.1317444559457667	0.3248178926939864	1.7930696300189934	0.3248178926939864	1.7930696300189934
32	chr1	75316804	75317335	284	32	['ENSMUSG00000026209']	7	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.5434376513602468	0.8682555440542333	-0.32481789269398653	-0.6760051924105454	0.32481789269398653	0.6760051924105454
33	chr1	86543584	86545702	334	4	['ENSMUSG00000026239']	5	['ENSMUSG00000026239']	['ENSMUSG00000026239']	1	['ENSMUSG00000026239']	1	True	ENSMUSG00000026239	334	1	-	shared_acceptor	0.946106120736931	0.9538066219917438	-0.007700501254812808	-0.0116947852869798	0.007700501254812808	0.0116947852869798
