cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
4721	ENSMUSG00000022892	App	0.0	0.769	True	CDS		0.0	chr16	[85030366]	[85040251 85043576 85056324]
18127	ENSMUSG00000041881	Ndufa7	0.0	0.37	True	CDS		0.0	chr17	[33824681 33825651 33829312 33829396]	[33829667]
4716	ENSMUSG00000022892	App	3.315947007052472e-258	0.52	True	CDS		5.545061884703131e-261	chr16	[84965771]	[84971408 84978064]
14052	ENSMUSG00000004207	Psap	5.685787204867657e-245	0.399	True	CDS		1.2677340479080618e-247	chr10	[60296003 60297546]	[60299098]
15121	ENSMUSG00000020486	Septin4	1.131285828268559e-226	0.733	True	CDS		3.1529705358655497e-229	chr11	[87578538 87579029 87581099 87581226 87583365 87583615]	[87583921]
13009	ENSMUSG00000031431	Tsc22d3	9.208981955051403e-226	0.565	False	CDS		3.079927075268027e-228	chrX	[140542157]	[140542511 140542846 140548196 140548339 140598128]
21570	ENSMUSG00000028745	Capzb	1.39931806329596e-183	0.676	True	CDS		5.459992443183789e-186	chr4	[139287833 139288974]	[139291003]
20541	ENSMUSG00000027940	Tpm3	3.7118382544943965e-166	0.673	True	CDS		1.6552233018927075e-168	chr3	[90088477 90089124]	[90089797]
25665	ENSMUSG00000033392	Clasp2	1.2071113938922543e-144	0.685	True	CDS		6.055742778723683e-147	chr9	[113786635 113793467 113812767]	[113813142]
10420	ENSMUSG00000054808	Actn4	3.1204174369822123e-139	0.586	True	CDS		1.7393631198340092e-141	chr7	[28907065]	[28909903 28911490]
1417	ENSMUSG00000090841	Myl6	4.327579289764545e-135	0.257	True	CDS		2.653476710557971e-137	chr10	[128491034]	[128491290 128491720 128492059]
7426	ENSMUSG00000028041	Adam15	1.310621543235373e-133	0.719	True	CDS		8.766699285855337e-136	chr3	[89340180]	[89340401 89341508]
4245	ENSMUSG00000023021	Cers5	4.574239883397135e-126	0.864	True	CDS		3.3146665821718365e-128	chr15	[99736437]	[99737547 99738665]
6712	ENSMUSG00000032841	Prr5l	1.177221900559107e-121	0.936	True	CDS		9.186792980951781e-124	chr2	[101772409]	[101797421 101797472 101882941]
8225	ENSMUSG00000028639	Ybx1	1.7742635918291534e-114	0.272	True	CDS		1.483497986479225e-116	chr4	[119282449]	[119282781 119285109]
8264	ENSMUSG00000028649	Macf1	4.292151092277726e-99	0.345	False	CDS		3.8280054334695445e-101	chr4	[123554366]	[123565189 123613587 123664466 123683970]
21895	ENSMUSG00000029106	Add1	2.4539324381945965e-98	0.783	True	CDS		2.3253540384229743e-100	chr5	[34628514 34629173 34630285]	[34630470]
1654	ENSMUSG00000015837	Sqstm1	5.4560091197488024e-95	0.146	False	CDS		5.474256641888431e-97	chr11	[50207917]	[50210553 50215803]
