cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
1044	ENSMUSG00000004207	Psap	1.5822000222286034e-68	3.1422492441460065e-65	0.299	True	CDS	4076.0	['chr10:60296003-60299098' 'chr10:60297546-60299098']
660	ENSMUSG00000059325	Hopx	2.7572921830414227e-40	2.737991137760133e-37	0.356	True	5' UTR	8579.0	['chr5:77095023-77095151' 'chr5:77095023-77114847']
1475	ENSMUSG00000026879	Gsn	2.838275997316196e-36	1.878938710223322e-33	0.282	True	5' UTR	80.0	['chr2:35266904-35283905' 'chr2:35282602-35283905' 'chr2:35282722-35283905']
1633	ENSMUSG00000006390	Elovl1	3.882493379874202e-33	1.927657963107541e-30	0.283	True	5' UTR	226.0	['chr4:118428216-118430496' 'chr4:118429831-118430496']
1923	ENSMUSG00000032013	Trim29	5.168699177539471e-31	2.053007313318677e-28	0.062	False	CDS	214.0	['chr9:43329616-43332310' 'chr9:43330939-43332310']
840	ENSMUSG00000038650	Rnh1	2.7866481207417646e-26	7.906118811133064e-24	0.137	True	CDS	106.0	['chr7:141166788-141168574' 'chr7:141166788-141168676' 'chr7:141166788-141172742']
1441	ENSMUSG00000032702	Kank1	1.5798911291912255e-24	3.486293091748637e-22	0.371	False	CDS	13670.0	['chr19:25378531-25409086' 'chr19:25383791-25409086' 'chr19:25407034-25409086' 'chr19:25407038-25409086' 'chr19:25407191-25409086']
49	ENSMUSG00000019820	Utrn	3.7375427540927283e-22	7.42275990962816e-20	0.538	True	CDS	9008.0	['chr10:12765333-12826769' 'chr10:12765333-12861568']
610	ENSMUSG00000033295	Ptprf	3.251237405734673e-19	5.3807979064908836e-17	0.467	True	CDS	731.0	['chr4:118226572-118227819' 'chr4:118226572-118230695']
411	ENSMUSG00000024096	Ralbp1	2.7228192111158366e-18	3.8625135380543234e-16	0.151	True	5' UTR	237.0	['chr17:65867831-65884222' 'chr17:65867831-65884678' 'chr17:65867831-65885182' 'chr17:65867831-65885186']
