cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
30	ENSMUSG00000013593	Ndufs2	5.339478601798346e-59	7.715546579598611e-56	0.207	False	CDS	800.0	['chr1:171237270-171237350' 'chr1:171237270-171237945']
1342	ENSMUSG00000031596	Slc7a2	1.035122277264322e-36	7.478758453234727e-34	0.512	True	CDS	5407.0	['chr8:40908196-40910995' 'chr8:40908535-40910995']
84	ENSMUSG00000078974	Sec61g	2.511829707457324e-28	1.209864642425278e-25	0.082	True	CDS	1606.0	['chr11:16506473-16507980' 'chr11:16506473-16508079' 'chr11:16506473-16508100' 'chr11:16506473-16508104']
648	ENSMUSG00000031980	Agt	3.5401494684627217e-22	1.2523167048784805e-19	0.466	False	5' UTR	13088.0	['chr8:124564582-124569676' 'chr8:124564582-124576877']
344	ENSMUSG00000026797	Stxbp1	4.333275795427268e-22	1.2523167048784805e-19	0.241	True	CDS	414.0	['chr2:32815028-32816897' 'chr2:32815028-32817286']
530	ENSMUSG00000004980	Hnrnpa2b1	2.3745323203413327e-21	5.1573076421931025e-19	0.125	True	CDS	15052.0	['chr6:51467296-51467391' 'chr6:51467296-51469671']
1098	ENSMUSG00000026827	Gpd2	2.4983497228617105e-21	5.1573076421931025e-19	0.366	False	5' UTR	512.0	['chr2:57211744-57267973' 'chr2:57238568-57267973']
581	ENSMUSG00000030516	Tjp1	5.972638372853096e-20	1.0788078060965903e-17	0.432	True	CDS	890.0	['chr7:65354889-65370810' 'chr7:65354889-65513199']
782	ENSMUSG00000020458	Rtn4	3.600020464144076e-17	5.7800328563202104e-15	0.362	True	CDS	146.0	['chr11:29693694-29733633' 'chr11:29718883-29733633']
319	ENSMUSG00000118346	Tmem179b	5.358651946720349e-16	7.743252063010904e-14	0.264	True	CDS	3912.0	['chr19:8773107-8773290' 'chr19:8773107-8773505' 'chr19:8773107-8774335']
470	ENSMUSG00000070780	Rbm47	1.5689224676509087e-15	2.06099360523233e-13	0.52	True	5' UTR	8817.0	['chr5:66046214-66054482' 'chr5:66046214-66080939']
738	ENSMUSG00000026504	Sdccag8	5.154387410583702e-15	6.206741506911208e-13	0.379	True	CDS	2238.0	['chr1:176955924-177011889' 'chr1:176998218-177011889']
260	ENSMUSG00000022940	Pigp	8.41137169641302e-15	9.349563154859085e-13	0.14	True	CDS	6641.0	['chr16:94370193-94370366' 'chr16:94370193-94370605' 'chr16:94370193-94370741' 'chr16:94370193-94370895']
1210	ENSMUSG00000057530	Ece1	2.2659027696486145e-14	2.3387353586730343e-12	0.267	False	5' UTR	249.0	['chr4:137862382-137913768' 'chr4:137905156-137913768' 'chr4:137905422-137913768']
1101	ENSMUSG00000005232	G6pc2	4.2486379125800866e-14	4.09285452245215e-12	0.256	True	CDS	7.0	['chr2:69220893-69226568' 'chr2:69223044-69226568' 'chr2:69225928-69226568']
714	ENSMUSG00000073702	Rpl31	7.257578277146878e-14	6.554500381548274e-12	0.111	True	5' UTR	1418.0	['chr1:39367935-39368149' 'chr1:39368007-39368149']
39	ENSMUSG00000019820	Utrn	3.4196075184617874e-13	2.90666639069252e-11	0.334	True	CDS	2179.0	['chr10:12765333-12826769' 'chr10:12765333-12861568']
866	ENSMUSG00000017843	Ppp2r5c	7.176114396320941e-13	5.7608251681576436e-11	0.173	True	CDS	2297.0	['chr12:110466021-110522491' 'chr12:110485953-110522491']
34	ENSMUSG00000038633	Degs1	1.4185473273379932e-12	1.0249004440017e-10	0.054	True	CDS	1231.0	['chr1:182279719-182282161' 'chr1:182279719-182282622']
198	ENSMUSG00000058690	Ccser2	1.857791115802862e-12	1.2499147674188177e-10	0.448	True	CDS	13491.0	['chr14:36918597-36919225' 'chr14:36918597-36926839']
