	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	16648008	16656822	0	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6046175560383106	0.5412895170083354	0.06332803902997519	0.15962242217279043	0.06332803902997519	0.15962242217279043
1	chr1	16648008	16656992	0	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.39538244396168953	0.4587104829916646	-0.06332803902997508	-0.21433506448766826	0.06332803902997508	0.21433506448766826
2	chr1	162720607	162721430	1	13	['ENSMUSG00000040225']	9	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.7603273630230607	0.731718260939804	0.028609102083256732	0.05533244877332322	0.028609102083256732	0.05533244877332322
3	chr1	162720607	162721445	1	13	['ENSMUSG00000040225']	4	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.2396726369769393	0.26828173906019603	-0.028609102083256732	-0.16268365009960095	0.028609102083256732	0.16268365009960095
4	chr1	170143464	170147996	2	6	['ENSMUSG00000026670']	4	['ENSMUSG00000026670']	['ENSMUSG00000026670']	1	['ENSMUSG00000026670']	1	True	ENSMUSG00000026670	659	1	-	shared_acceptor	0.6509127864168948	0.9812255988888707	-0.33031281247197597	-0.5921206171075639	0.33031281247197597	0.5921206171075639
5	chr1	170143464	170149271	2	6	['ENSMUSG00000026670']	6	['ENSMUSG00000026670']	['ENSMUSG00000026670']	1	['ENSMUSG00000026670']	1	True	ENSMUSG00000026670	659	1	-	shared_acceptor	0.34908721358310524	0.018774401111129376	0.33031281247197586	4.216748649174535	0.33031281247197586	4.216748649174535
6	chr10	7630977	7638009	3	4	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	1	True	ENSMUSG00000019795	843	1	-	shared_acceptor	0.4283786407135398	0.33650961944567664	0.09186902126786317	0.34823880085752723	0.09186902126786317	0.34823880085752723
7	chr10	7630977	7638056	3	4	['ENSMUSG00000019795']	3	['ENSMUSG00000019795']	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	1	True	ENSMUSG00000019795	843	1	-	shared_acceptor	0.5716213592864603	0.6634903805543233	-0.091869021267863	-0.21501572345970577	0.091869021267863	0.21501572345970577
8	chr10	75915194	75916773	4	4	['ENSMUSG00000000902']	2	['ENSMUSG00000000902']	['ENSMUSG00000000902']	1	['ENSMUSG00000000902']	1	True	ENSMUSG00000000902	1086	1	-	shared_acceptor	0.43709051716753067	0.5193535910117484	-0.08226307384421772	-0.24878502258369484	0.08226307384421772	0.24878502258369484
9	chr10	75915194	75916800	4	4	['ENSMUSG00000000902']	2	['ENSMUSG00000000902']	['ENSMUSG00000000902']	1	['ENSMUSG00000000902']	1	True	ENSMUSG00000000902	1086	1	-	shared_acceptor	0.5629094828324693	0.48064640898825156	0.08226307384421777	0.2279269966285603	0.08226307384421777	0.2279269966285603
10	chr10	128491034	128491720	5	11	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.4424184699634426	0.913744765607983	-0.4713262956445404	-1.0463796188582013	0.4713262956445404	1.0463796188582013
11	chr10	128491034	128492059	5	11	['ENSMUSG00000090841']	14	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.5575815300365574	0.08625523439201692	0.4713262956445405	2.69249884401057	0.4713262956445405	2.69249884401057
12	chr11	16506473	16508079	6	7	['ENSMUSG00000078974']	1	['ENSMUSG00000078974']	['ENSMUSG00000078974']	1	['ENSMUSG00000078974']	1	True	ENSMUSG00000078974	1539	1	-	shared_acceptor	0.06190749793286795	0.04454289012397929	0.01736460780888866	0.4749189740045665	0.01736460780888866	0.4749189740045665
13	chr11	16506473	16508104	6	7	['ENSMUSG00000078974']	4	['ENSMUSG00000078974']	['ENSMUSG00000078974']	1	['ENSMUSG00000078974']	1	True	ENSMUSG00000078974	1539	1	-	shared_acceptor	0.938092502067132	0.9554571098760206	-0.0173646078088886	-0.026460923631293126	0.0173646078088886	0.026460923631293126
14	chr11	48867004	48868562	7	3	['ENSMUSG00000046879']	2	['ENSMUSG00000046879']	['ENSMUSG00000046879']	1	['ENSMUSG00000046879']	1	True	ENSMUSG00000046879	1633	1	-	shared_acceptor	0.6564475139404833	0.4077251003808492	0.2487224135596341	0.6870828893678178	0.2487224135596341	0.6870828893678178
15	chr11	48867004	48871094	7	3	['ENSMUSG00000046879']	3	['ENSMUSG00000046879']	['ENSMUSG00000046879']	1	['ENSMUSG00000046879']	1	True	ENSMUSG00000046879	1633	1	-	shared_acceptor	0.3435524860595167	0.5922748996191507	-0.24872241355963398	-0.7857364219120029	0.24872241355963398	0.7857364219120029
16	chr11	50200948	50202399	8	6	['ENSMUSG00000015837']	4	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.8537576152996061	0.7847586376279272	0.06899897767167895	0.12157753853008127	0.06899897767167895	0.12157753853008127
17	chr11	50200948	50202513	8	6	['ENSMUSG00000015837']	2	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.14624238470039388	0.21524136237207278	-0.0689989776716789	-0.5575938393258726	0.0689989776716789	0.5575938393258726
18	chr11	51601479	51601750	9	4	['ENSMUSG00000020358']	2	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.29813415927814685	0.34397336442306753	-0.04583920514492068	-0.20633516924089168	0.04583920514492068	0.20633516924089168
19	chr11	51601479	51602593	9	4	['ENSMUSG00000020358']	6	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.7018658407218532	0.6560266355769324	0.04583920514492079	0.09744089904770359	0.04583920514492079	0.09744089904770359
20	chr11	54986216	54987051	10	4	['ENSMUSG00000018340']	2	['ENSMUSG00000018340']	['ENSMUSG00000018340']	1	['ENSMUSG00000018340']	1	True	ENSMUSG00000018340	1724	1	-	shared_acceptor	0.6171813520383451	0.7564256597066834	-0.13924430766833829	-0.2935038312970424	0.13924430766833829	0.2935038312970424
21	chr11	54986216	54991391	10	4	['ENSMUSG00000018340']	4	['ENSMUSG00000018340']	['ENSMUSG00000018340']	1	['ENSMUSG00000018340']	1	True	ENSMUSG00000018340	1724	1	-	shared_acceptor	0.3828186479616548	0.2435743402933166	0.13924430766833823	0.6522989479562151	0.13924430766833823	0.6522989479562151
22	chr11	55409998	55419788	11	9	['ENSMUSG00000018593']	8	['ENSMUSG00000018593']	['ENSMUSG00000018593']	1	['ENSMUSG00000018593']	1	True	ENSMUSG00000018593	1729	1	-	shared_acceptor	0.9977300031703052	0.9981276561818334	-0.0003976530115281651	-0.0005748827147610568	0.0003976530115281651	0.0005748827147610568
23	chr11	55409998	55419796	11	9	['ENSMUSG00000018593']	0	[]	['ENSMUSG00000018593']	1	['ENSMUSG00000018593']	1	False	ENSMUSG00000018593	1729	1	-	shared_acceptor	0.0022699968296947567	0.0018723438181665122	0.0003976530115282445	0.2778447665675703	0.0003976530115282445	0.2778447665675703
24	chr11	68822666	68826170	12	3	['ENSMUSG00000018736']	1	['ENSMUSG00000018736']	['ENSMUSG00000018736']	1	['ENSMUSG00000018736']	1	True	ENSMUSG00000018736	1842	1	-	shared_acceptor	0.1770398271861921	0.4418333546297082	-0.2647935274435161	-1.3194283810305854	0.2647935274435161	1.3194283810305854
